ID,REFERENCE_ID,REMITTER_ID,AMOUNT,STATUS_CODE,OPERATION_STATUS,AMOUNT_PAID,CURRENCY_AMOUNT_PAID
105046,r15d000000001385,DOLEUSTX*R8,1256.000,7,RECONCILED,1256.000,USD
105047,r15d000000001391,DOLEUSTX*R8,1262.000,7,RECONCILED,1262.000,USD
105048,r15d000000001387,DOLEUSTX*R8,1258.000,7,RECONCILED,1258.000,USD
105049,r15d000000001380,DOLEUSTX*R8,1251.000,7,RECONCILED,1251.000,USD
105050,r15d000000001396,DOLEUSTX*R8,1267.000,7,RECONCILED,1267.000,USD
105051,r15d000000001382,DOLEUSTX*R8,1253.000,7,RECONCILED,1253.000,USD
105052,r15d000000001390,DOLEUSTX*R8,1261.000,7,RECONCILED,1261.000,USD
105053,r15d000000001386,DOLEUSTX*R8,1257.000,7,RECONCILED,1257.000,USD
105054,r15d000000001399,DOLEUSTX*R8,1270.000,7,RECONCILED,1270.000,USD
105055,r15d000000001394,DOLEUSTX*R8,1265.000,7,RECONCILED,1265.000,USD
105056,r15d000000001389,DOLEUSTX*R8,1260.000,7,RECONCILED,1260.000,USD
105057,r15d000000001393,DOLEUSTX*R8,1264.000,7,RECONCILED,1264.000,USD
105058,r15d000000001398,DOLEUSTX*R8,1269.000,7,RECONCILED,1269.000,USD
105059,r15d000000001397,DOLEUSTX*R8,1268.000,7,RECONCILED,1268.000,USD
105060,r15d000000001392,DOLEUSTX*R8,1263.000,7,RECONCILED,1263.000,USD
105061,r15d000000001407,DOLEUSTX*R8,1278.000,7,RECONCILED,1278.000,USD
105062,r15d000000001395,DOLEUSTX*R8,1266.000,7,RECONCILED,1266.000,USD
105063,r15d000000001401,DOLEUSTX*R8,1272.000,7,RECONCILED,1272.000,USD
105064,r15d000000001409,DOLEUSTX*R8,1280.000,7,RECONCILED,1280.000,USD
105065,r15d000000001402,DOLEUSTX*R8,1273.000,7,RECONCILED,1273.000,USD
105066,r15d000000001412,DOLEUSTX*R8,1283.000,7,RECONCILED,1283.000,USD
105067,r15d000000001400,DOLEUSTX*R8,1271.000,7,RECONCILED,1271.000,USD
105068,r15d000000001404,DOLEUSTX*R8,1275.000,7,RECONCILED,1275.000,USD
105069,r15d000000001406,DOLEUSTX*R8,1277.000,7,RECONCILED,1277.000,USD
105070,r15d000000001415,DOLEUSTX*R8,1286.000,7,RECONCILED,1286.000,USD
105071,r15d000000001403,DOLEUSTX*R8,1274.000,7,RECONCILED,1274.000,USD
105072,r15d000000001411,DOLEUSTX*R8,1282.000,7,RECONCILED,1282.000,USD
105073,r15d000000001408,DOLEUSTX*R8,1279.000,7,RECONCILED,1279.000,USD
105074,r15d000000001405,DOLEUSTX*R8,1276.000,7,RECONCILED,1276.000,USD
105075,r15d000000001410,DOLEUSTX*R8,1281.000,7,RECONCILED,1281.000,USD
105076,r15d000000001416,DOLEUSTX*R8,1287.000,7,RECONCILED,1287.000,USD
105077,r15d000000001422,DOLEUSTX*R8,1293.000,7,RECONCILED,1293.000,USD
105078,r15d000000001413,DOLEUSTX*R8,1284.000,7,RECONCILED,1284.000,USD
105079,r15d000000001417,DOLEUSTX*R8,1288.000,7,RECONCILED,1288.000,USD
105080,r15d000000001414,DOLEUSTX*R8,1285.000,7,RECONCILED,1285.000,USD
105081,r15d000000001420,DOLEUSTX*R8,1291.000,7,RECONCILED,1291.000,USD
105082,r15d000000001419,DOLEUSTX*R8,1290.000,7,RECONCILED,1290.000,USD
105083,r15d000000001418,DOLEUSTX*R8,1289.000,7,RECONCILED,1289.000,USD
105084,r15d000000001426,DOLEUSTX*R8,1297.000,7,RECONCILED,1297.000,USD
105085,r15d000000001424,DOLEUSTX*R8,1295.000,7,RECONCILED,1295.000,USD
105086,r15d000000001429,DOLEUSTX*R8,1300.000,7,RECONCILED,1300.000,USD
105087,r15d000000001428,DOLEUSTX*R8,1299.000,7,RECONCILED,1299.000,USD
105088,r15d000000001421,DOLEUSTX*R8,1292.000,7,RECONCILED,1292.000,USD
105089,r15d000000001423,DOLEUSTX*R8,1294.000,7,RECONCILED,1294.000,USD
105090,r15d000000001425,DOLEUSTX*R8,1296.000,7,RECONCILED,1296.000,USD
105091,r15d000000001430,DOLEUSTX*R8,1301.000,7,RECONCILED,1301.000,USD
105092,r15d000000001432,DOLEUSTX*R8,1303.000,7,RECONCILED,1303.000,USD
105093,r15d000000001431,DOLEUSTX*R8,1302.000,7,RECONCILED,1302.000,USD
105094,r15d000000001427,DOLEUSTX*R8,1298.000,7,RECONCILED,1298.000,USD
105095,r15d000000001436,DOLEUSTX*R8,1307.000,7,RECONCILED,1307.000,USD
105096,r15d000000001435,DOLEUSTX*R8,1306.000,7,RECONCILED,1306.000,USD
105097,r15d000000001439,DOLEUSTX*R8,1310.000,7,RECONCILED,1310.000,USD
105098,r15d000000001434,DOLEUSTX*R8,1305.000,7,RECONCILED,1305.000,USD
105099,r15d000000001433,DOLEUSTX*R8,1304.000,7,RECONCILED,1304.000,USD
105100,r15d000000001437,DOLEUSTX*R8,1308.000,7,RECONCILED,1308.000,USD
105101,r15d000000001440,DOLEUSTX*R8,1311.000,7,RECONCILED,1311.000,USD
105102,r15d000000001445,DOLEUSTX*R8,1316.000,7,RECONCILED,1316.000,USD
105103,r15d000000001438,DOLEUSTX*R8,1309.000,7,RECONCILED,1309.000,USD
105104,r15d000000001443,DOLEUSTX*R8,1314.000,7,RECONCILED,1314.000,USD
105105,r15d000000001449,DOLEUSTX*R8,1320.000,7,RECONCILED,1320.000,USD
105106,r15d000000001452,DOLEUSTX*R8,1323.000,7,RECONCILED,1323.000,USD
105107,r15d000000001441,DOLEUSTX*R8,1312.000,7,RECONCILED,1312.000,USD
105108,r15d000000001442,DOLEUSTX*R8,1313.000,7,RECONCILED,1313.000,USD
105109,r15d000000001446,DOLEUSTX*R8,1317.000,7,RECONCILED,1317.000,USD
105110,r15d000000001447,DOLEUSTX*R8,1318.000,7,RECONCILED,1318.000,USD
105111,r15d000000001444,DOLEUSTX*R8,1315.000,7,RECONCILED,1315.000,USD
105112,r15d000000001450,DOLEUSTX*R8,1321.000,7,RECONCILED,1321.000,USD
105113,r15d000000001451,DOLEUSTX*R8,1322.000,7,RECONCILED,1322.000,USD
105114,r15d000000001458,DOLEUSTX*R8,1329.000,7,RECONCILED,1329.000,USD
105115,r15d000000001456,DOLEUSTX*R8,1327.000,7,RECONCILED,1327.000,USD
105116,r15d000000001448,DOLEUSTX*R8,1319.000,7,RECONCILED,1319.000,USD
105117,r15d000000001453,DOLEUSTX*R8,1324.000,7,RECONCILED,1324.000,USD
105118,r15d000000001461,DOLEUSTX*R8,1332.000,7,RECONCILED,1332.000,USD
105119,r15d000000001457,DOLEUSTX*R8,1328.000,7,RECONCILED,1328.000,USD
105120,r15d000000001454,DOLEUSTX*R8,1325.000,7,RECONCILED,1325.000,USD
105121,r15d000000001467,DOLEUSTX*R8,1338.000,7,RECONCILED,1338.000,USD
105122,r15d000000001460,DOLEUSTX*R8,1331.000,7,RECONCILED,1331.000,USD
105123,r15d000000001463,DOLEUSTX*R8,1334.000,7,RECONCILED,1334.000,USD
105124,r15d000000001468,DOLEUSTX*R8,1339.000,7,RECONCILED,1339.000,USD
105125,r15d000000001455,DOLEUSTX*R8,1326.000,7,RECONCILED,1326.000,USD
105126,r15d000000001462,DOLEUSTX*R8,1333.000,7,RECONCILED,1333.000,USD
105127,r15d000000001472,DOLEUSTX*R8,1343.000,7,RECONCILED,1343.000,USD
105128,r15d000000001465,DOLEUSTX*R8,1336.000,7,RECONCILED,1336.000,USD
105129,r15d000000001470,DOLEUSTX*R8,1341.000,7,RECONCILED,1341.000,USD
105130,r15d000000001459,DOLEUSTX*R8,1330.000,7,RECONCILED,1330.000,USD
105131,r15d000000001469,DOLEUSTX*R8,1340.000,7,RECONCILED,1340.000,USD
105132,r15d000000001464,DOLEUSTX*R8,1335.000,7,RECONCILED,1335.000,USD
105133,r15d000000001471,DOLEUSTX*R8,1342.000,7,RECONCILED,1342.000,USD
105134,r15d000000001480,DOLEUSTX*R8,1351.000,7,RECONCILED,1351.000,USD
105135,r15d000000001473,DOLEUSTX*R8,1344.000,7,RECONCILED,1344.000,USD
105136,r15d000000001466,DOLEUSTX*R8,1337.000,7,RECONCILED,1337.000,USD
105137,r15d000000001476,DOLEUSTX*R8,1347.000,7,RECONCILED,1347.000,USD
105138,r15d000000001482,DOLEUSTX*R8,1353.000,7,RECONCILED,1353.000,USD
105139,r15d000000001474,DOLEUSTX*R8,1345.000,7,RECONCILED,1345.000,USD
105140,r15d000000001479,DOLEUSTX*R8,1350.000,7,RECONCILED,1350.000,USD
105141,r15d000000001477,DOLEUSTX*R8,1348.000,7,RECONCILED,1348.000,USD
105142,r15d000000001475,DOLEUSTX*R8,1346.000,7,RECONCILED,1346.000,USD
105143,r15d000000001481,DOLEUSTX*R8,1352.000,7,RECONCILED,1352.000,USD
105144,r15d000000001484,DOLEUSTX*R8,1355.000,7,RECONCILED,1355.000,USD
105145,r15d000000001485,DOLEUSTX*R8,1356.000,7,RECONCILED,1356.000,USD
105146,r15d000000001478,DOLEUSTX*R8,1349.000,7,RECONCILED,1349.000,USD
105147,r15d000000001486,DOLEUSTX*R8,1357.000,7,RECONCILED,1357.000,USD
105148,r15d000000001489,DOLEUSTX*R8,1360.000,7,RECONCILED,1360.000,USD
105149,r15d000000001488,DOLEUSTX*R8,1359.000,7,RECONCILED,1359.000,USD
105150,r15d000000001483,DOLEUSTX*R8,1354.000,7,RECONCILED,1354.000,USD
105151,r15d000000001490,DOLEUSTX*R8,1361.000,7,RECONCILED,1361.000,USD
105152,r15d000000001491,DOLEUSTX*R8,1362.000,7,RECONCILED,1362.000,USD
105153,r15d000000001492,DOLEUSTX*R8,1363.000,7,RECONCILED,1363.000,USD
105154,r15d000000001495,DOLEUSTX*R8,1366.000,7,RECONCILED,1366.000,USD
105155,r15d000000001494,DOLEUSTX*R8,1365.000,7,RECONCILED,1365.000,USD
105156,r15d000000001487,DOLEUSTX*R8,1358.000,7,RECONCILED,1358.000,USD
105157,r15d000000001496,DOLEUSTX*R8,1367.000,7,RECONCILED,1367.000,USD
105158,r15d000000001493,DOLEUSTX*R8,1364.000,7,RECONCILED,1364.000,USD
105159,r15d000000001498,DOLEUSTX*R8,1369.000,7,RECONCILED,1369.000,USD
105160,r15d000000001499,DOLEUSTX*R8,1370.000,7,RECONCILED,1370.000,USD
105161,r15d000000001500,DOLEUSTX*R8,1371.000,7,RECONCILED,1371.000,USD
105162,r15d000000001502,DOLEUSTX*R8,1373.000,7,RECONCILED,1373.000,USD
105163,r15d000000001505,DOLEUSTX*R8,1376.000,7,RECONCILED,1376.000,USD
105164,r15d000000001503,DOLEUSTX*R8,1374.000,7,RECONCILED,1374.000,USD
105165,r15d000000001497,DOLEUSTX*R8,1368.000,7,RECONCILED,1368.000,USD
105166,r15d000000001507,DOLEUSTX*R8,1378.000,7,RECONCILED,1378.000,USD
105167,r15d000000001506,DOLEUSTX*R8,1377.000,7,RECONCILED,1377.000,USD
105168,r15d000000001510,DOLEUSTX*R8,1381.000,7,RECONCILED,1381.000,USD
105169,r15d000000001501,DOLEUSTX*R8,1372.000,7,RECONCILED,1372.000,USD
105170,r15d000000001508,DOLEUSTX*R8,1379.000,7,RECONCILED,1379.000,USD
105171,r15d000000001513,DOLEUSTX*R8,1384.000,7,RECONCILED,1384.000,USD
105172,r15d000000001514,DOLEUSTX*R8,1385.000,7,RECONCILED,1385.000,USD
105173,r15d000000001512,DOLEUSTX*R8,1383.000,7,RECONCILED,1383.000,USD
105174,r15d000000001504,DOLEUSTX*R8,1375.000,7,RECONCILED,1375.000,USD
105175,r15d000000001517,DOLEUSTX*R8,1388.000,7,RECONCILED,1388.000,USD
105176,r15d000000001519,DOLEUSTX*R8,1390.000,7,RECONCILED,1390.000,USD
105177,r15d000000001509,DOLEUSTX*R8,1380.000,7,RECONCILED,1380.000,USD
105178,r15d000000001521,DOLEUSTX*R8,1392.000,7,RECONCILED,1392.000,USD
105179,r15d000000001516,DOLEUSTX*R8,1387.000,7,RECONCILED,1387.000,USD
105180,r15d000000001518,DOLEUSTX*R8,1389.000,7,RECONCILED,1389.000,USD
105181,r15d000000001526,DOLEUSTX*R8,1397.000,7,RECONCILED,1397.000,USD
105182,r15d000000001511,DOLEUSTX*R8,1382.000,7,RECONCILED,1382.000,USD
105183,r15d000000001525,DOLEUSTX*R8,1396.000,7,RECONCILED,1396.000,USD
105184,r15d000000001524,DOLEUSTX*R8,1395.000,7,RECONCILED,1395.000,USD
105185,r15d000000001531,DOLEUSTX*R8,1402.000,7,RECONCILED,1402.000,USD
105186,r15d000000001522,DOLEUSTX*R8,1393.000,7,RECONCILED,1393.000,USD
105187,r15d000000001527,DOLEUSTX*R8,1398.000,7,RECONCILED,1398.000,USD
105188,r15d000000001515,DOLEUSTX*R8,1386.000,7,RECONCILED,1386.000,USD
105189,r15d000000001528,DOLEUSTX*R8,1399.000,7,RECONCILED,1399.000,USD
105190,r15d000000001533,DOLEUSTX*R8,1404.000,7,RECONCILED,1404.000,USD
105191,r15d000000001532,DOLEUSTX*R8,1403.000,7,RECONCILED,1403.000,USD
105192,r15d000000001537,DOLEUSTX*R8,1408.000,7,RECONCILED,1408.000,USD
105193,r15d000000001536,DOLEUSTX*R8,1407.000,7,RECONCILED,1407.000,USD
105194,r15d000000001520,DOLEUSTX*R8,1391.000,7,RECONCILED,1391.000,USD
105195,r15d000000001535,DOLEUSTX*R8,1406.000,7,RECONCILED,1406.000,USD
105196,r15d000000001523,DOLEUSTX*R8,1394.000,7,RECONCILED,1394.000,USD
105197,r15d000000001539,DOLEUSTX*R8,1410.000,7,RECONCILED,1410.000,USD
105198,r15d000000001540,DOLEUSTX*R8,1411.000,7,RECONCILED,1411.000,USD
105199,r15d000000001529,DOLEUSTX*R8,1400.000,7,RECONCILED,1400.000,USD
105200,r15d000000001545,DOLEUSTX*R8,1416.000,7,RECONCILED,1416.000,USD
105201,r15d000000001543,DOLEUSTX*R8,1414.000,7,RECONCILED,1414.000,USD
105202,r15d000000001534,DOLEUSTX*R8,1405.000,7,RECONCILED,1405.000,USD
105203,r15d000000001530,DOLEUSTX*R8,1401.000,7,RECONCILED,1401.000,USD
105204,r15d000000001542,DOLEUSTX*R8,1413.000,7,RECONCILED,1413.000,USD
105205,r15d000000001548,DOLEUSTX*R8,1419.000,7,RECONCILED,1419.000,USD
105206,r15d000000001538,DOLEUSTX*R8,1409.000,7,RECONCILED,1409.000,USD
105207,r15d000000001547,DOLEUSTX*R8,1418.000,7,RECONCILED,1418.000,USD
105208,r15d000000001544,DOLEUSTX*R8,1415.000,7,RECONCILED,1415.000,USD
105209,r15d000000001541,DOLEUSTX*R8,1412.000,7,RECONCILED,1412.000,USD
105210,r15d000000001553,DOLEUSTX*R8,1424.000,7,RECONCILED,1424.000,USD
105211,r15d000000001546,DOLEUSTX*R8,1417.000,7,RECONCILED,1417.000,USD
105212,r15d000000001552,DOLEUSTX*R8,1423.000,7,RECONCILED,1423.000,USD
105213,r15d000000001549,DOLEUSTX*R8,1420.000,7,RECONCILED,1420.000,USD
105214,r15d000000001554,DOLEUSTX*R8,1425.000,7,RECONCILED,1425.000,USD
105215,r15d000000001555,DOLEUSTX*R8,1426.000,7,RECONCILED,1426.000,USD
105216,r15d000000001559,DOLEUSTX*R8,1430.000,7,RECONCILED,1430.000,USD
105217,r15d000000001550,DOLEUSTX*R8,1421.000,7,RECONCILED,1421.000,USD
105218,r15d000000001551,DOLEUSTX*R8,1422.000,7,RECONCILED,1422.000,USD
105219,r15d000000001560,DOLEUSTX*R8,1431.000,7,RECONCILED,1431.000,USD
105220,r15d000000001558,DOLEUSTX*R8,1429.000,7,RECONCILED,1429.000,USD
105221,r15d000000001557,DOLEUSTX*R8,1428.000,7,RECONCILED,1428.000,USD
105222,r15d000000001556,DOLEUSTX*R8,1427.000,7,RECONCILED,1427.000,USD
105223,r15d000000001562,DOLEUSTX*R8,1433.000,7,RECONCILED,1433.000,USD
105224,r15d000000001566,DOLEUSTX*R8,1437.000,7,RECONCILED,1437.000,USD
105225,r15d000000001563,DOLEUSTX*R8,1434.000,7,RECONCILED,1434.000,USD
105226,r15d000000001561,DOLEUSTX*R8,1432.000,7,RECONCILED,1432.000,USD
105227,r15d000000001567,DOLEUSTX*R8,1438.000,7,RECONCILED,1438.000,USD
105228,r15d000000001564,DOLEUSTX*R8,1435.000,7,RECONCILED,1435.000,USD
105229,r15d000000001570,DOLEUSTX*R8,1441.000,7,RECONCILED,1441.000,USD
105230,r15d000000001565,DOLEUSTX*R8,1436.000,7,RECONCILED,1436.000,USD
105231,r15d000000001568,DOLEUSTX*R8,1439.000,7,RECONCILED,1439.000,USD
105232,r15d000000001571,DOLEUSTX*R8,1442.000,7,RECONCILED,1442.000,USD
105233,r15d000000001572,DOLEUSTX*R8,1443.000,7,RECONCILED,1443.000,USD
105234,r15d000000001569,DOLEUSTX*R8,1440.000,7,RECONCILED,1440.000,USD
105235,r15d000000001575,DOLEUSTX*R8,1446.000,7,RECONCILED,1446.000,USD
105236,r15d000000001573,DOLEUSTX*R8,1444.000,7,RECONCILED,1444.000,USD
105237,r15d000000001576,DOLEUSTX*R8,1447.000,7,RECONCILED,1447.000,USD
105238,r15d000000001574,DOLEUSTX*R8,1445.000,7,RECONCILED,1445.000,USD
105239,r15d000000001579,DOLEUSTX*R8,1450.000,7,RECONCILED,1450.000,USD
105240,r15d000000001580,DOLEUSTX*R8,1451.000,7,RECONCILED,1451.000,USD
105241,r15d000000001581,DOLEUSTX*R8,1452.000,7,RECONCILED,1452.000,USD
105242,r15d000000001578,DOLEUSTX*R8,1449.000,7,RECONCILED,1449.000,USD
105243,r15d000000001582,DOLEUSTX*R8,1453.000,7,RECONCILED,1453.000,USD
105244,r15d000000001583,DOLEUSTX*R8,1454.000,7,RECONCILED,1454.000,USD
105245,r15d000000001585,DOLEUSTX*R8,1456.000,7,RECONCILED,1456.000,USD
105246,r15d000000001589,DOLEUSTX*R8,1460.000,7,RECONCILED,1460.000,USD
105247,r15d000000001586,DOLEUSTX*R8,1457.000,7,RECONCILED,1457.000,USD
105248,r15d000000001577,DOLEUSTX*R8,1448.000,7,RECONCILED,1448.000,USD
105249,r15d000000001590,DOLEUSTX*R8,1461.000,7,RECONCILED,1461.000,USD
105250,r15d000000001592,DOLEUSTX*R8,1463.000,7,RECONCILED,1463.000,USD
105251,r15d000000001588,DOLEUSTX*R8,1459.000,7,RECONCILED,1459.000,USD
105252,r15d000000001587,DOLEUSTX*R8,1458.000,7,RECONCILED,1458.000,USD
105253,r15d000000001595,DOLEUSTX*R8,1466.000,7,RECONCILED,1466.000,USD
105254,r15d000000001594,DOLEUSTX*R8,1465.000,7,RECONCILED,1465.000,USD
105255,r15d000000001600,DOLEUSTX*R8,1471.000,7,RECONCILED,1471.000,USD
105256,r15d000000001601,DOLEUSTX*R8,1472.000,7,RECONCILED,1472.000,USD
105257,r15d000000001584,DOLEUSTX*R8,1455.000,7,RECONCILED,1455.000,USD
105258,r15d000000001593,DOLEUSTX*R8,1464.000,7,RECONCILED,1464.000,USD
105259,r15d000000001603,DOLEUSTX*R8,1474.000,7,RECONCILED,1474.000,USD
105260,r15d000000001604,DOLEUSTX*R8,1475.000,7,RECONCILED,1475.000,USD
105261,r15d000000001591,DOLEUSTX*R8,1462.000,7,RECONCILED,1462.000,USD
105262,r15d000000001596,DOLEUSTX*R8,1467.000,7,RECONCILED,1467.000,USD
105263,r15d000000001606,DOLEUSTX*R8,1477.000,7,RECONCILED,1477.000,USD
105264,r15d000000001607,DOLEUSTX*R8,1478.000,7,RECONCILED,1478.000,USD
105265,r15d000000001597,DOLEUSTX*R8,1468.000,7,RECONCILED,1468.000,USD
105266,r15d000000001599,DOLEUSTX*R8,1470.000,7,RECONCILED,1470.000,USD
105267,r15d000000001598,DOLEUSTX*R8,1469.000,7,RECONCILED,1469.000,USD
105268,r15d000000001610,DOLEUSTX*R8,1481.000,7,RECONCILED,1481.000,USD
105269,r15d000000001602,DOLEUSTX*R8,1473.000,7,RECONCILED,1473.000,USD
105270,r15d000000001609,DOLEUSTX*R8,1480.000,7,RECONCILED,1480.000,USD
105271,r15d000000001605,DOLEUSTX*R8,1476.000,7,RECONCILED,1476.000,USD
105272,r15d000000001614,DOLEUSTX*R8,1485.000,7,RECONCILED,1485.000,USD
105273,r15d000000001611,DOLEUSTX*R8,1482.000,7,RECONCILED,1482.000,USD
105274,r15d000000001615,DOLEUSTX*R8,1486.000,7,RECONCILED,1486.000,USD
105275,r15d000000001608,DOLEUSTX*R8,1479.000,7,RECONCILED,1479.000,USD
105276,r15d000000001613,DOLEUSTX*R8,1484.000,7,RECONCILED,1484.000,USD
105277,r15d000000001619,DOLEUSTX*R8,1490.000,7,RECONCILED,1490.000,USD
105278,r15d000000001618,DOLEUSTX*R8,1489.000,7,RECONCILED,1489.000,USD
105279,r15d000000001616,DOLEUSTX*R8,1487.000,7,RECONCILED,1487.000,USD
105280,r15d000000001621,DOLEUSTX*R8,1492.000,7,RECONCILED,1492.000,USD
105281,r15d000000001612,DOLEUSTX*R8,1483.000,7,RECONCILED,1483.000,USD
105282,r15d000000001617,DOLEUSTX*R8,1488.000,7,RECONCILED,1488.000,USD
105283,r15d000000001625,DOLEUSTX*R8,1496.000,7,RECONCILED,1496.000,USD
105284,r15d000000001622,DOLEUSTX*R8,1493.000,7,RECONCILED,1493.000,USD
105285,r15d000000001620,DOLEUSTX*R8,1491.000,7,RECONCILED,1491.000,USD
105286,r15d000000001629,DOLEUSTX*R8,1500.000,7,RECONCILED,1500.000,USD
105287,r15d000000001628,DOLEUSTX*R8,1499.000,7,RECONCILED,1499.000,USD
105288,r15d000000001623,DOLEUSTX*R8,1494.000,7,RECONCILED,1494.000,USD
105289,r15d000000001626,DOLEUSTX*R8,1497.000,7,RECONCILED,1497.000,USD
105290,r15d000000001624,DOLEUSTX*R8,1495.000,7,RECONCILED,1495.000,USD
105291,r15d000000001632,DOLEUSTX*R8,1503.000,7,RECONCILED,1503.000,USD
105292,r15d000000001627,DOLEUSTX*R8,1498.000,7,RECONCILED,1498.000,USD
105293,r15d000000001636,DOLEUSTX*R8,1507.000,7,RECONCILED,1507.000,USD
105294,r15d000000001630,DOLEUSTX*R8,1501.000,7,RECONCILED,1501.000,USD
105295,r15d000000001634,DOLEUSTX*R8,1505.000,7,RECONCILED,1505.000,USD
105296,r15d000000001639,DOLEUSTX*R8,1510.000,7,RECONCILED,1510.000,USD
105297,r15d000000001633,DOLEUSTX*R8,1504.000,7,RECONCILED,1504.000,USD
105298,r15d000000001635,DOLEUSTX*R8,1506.000,7,RECONCILED,1506.000,USD
105299,r15d000000001631,DOLEUSTX*R8,1502.000,7,RECONCILED,1502.000,USD
105300,r15d000000001643,DOLEUSTX*R8,1514.000,7,RECONCILED,1514.000,USD
105301,r15d000000001637,DOLEUSTX*R8,1508.000,7,RECONCILED,1508.000,USD
105302,r15d000000001640,DOLEUSTX*R8,1511.000,7,RECONCILED,1511.000,USD
105303,r15d000000001646,DOLEUSTX*R8,1517.000,7,RECONCILED,1517.000,USD
105304,r15d000000001638,DOLEUSTX*R8,1509.000,7,RECONCILED,1509.000,USD
105305,r15d000000001641,DOLEUSTX*R8,1512.000,7,RECONCILED,1512.000,USD
105306,r15d000000001642,DOLEUSTX*R8,1513.000,7,RECONCILED,1513.000,USD
105307,r15d000000001650,DOLEUSTX*R8,1521.000,7,RECONCILED,1521.000,USD
105308,r15d000000001645,DOLEUSTX*R8,1516.000,7,RECONCILED,1516.000,USD
105309,r15d000000001647,DOLEUSTX*R8,1518.000,7,RECONCILED,1518.000,USD
105310,r15d000000001649,DOLEUSTX*R8,1520.000,7,RECONCILED,1520.000,USD
105311,r15d000000001654,DOLEUSTX*R8,1525.000,7,RECONCILED,1525.000,USD
105312,r15d000000001644,DOLEUSTX*R8,1515.000,7,RECONCILED,1515.000,USD
105313,r15d000000001651,DOLEUSTX*R8,1522.000,7,RECONCILED,1522.000,USD
105314,r15d000000001652,DOLEUSTX*R8,1523.000,7,RECONCILED,1523.000,USD
105315,r15d000000001658,DOLEUSTX*R8,1529.000,7,RECONCILED,1529.000,USD
105316,r15d000000001648,DOLEUSTX*R8,1519.000,7,RECONCILED,1519.000,USD
105317,r15d000000001656,DOLEUSTX*R8,1527.000,7,RECONCILED,1527.000,USD
105318,r15d000000001659,DOLEUSTX*R8,1530.000,7,RECONCILED,1530.000,USD
105319,r15d000000001653,DOLEUSTX*R8,1524.000,7,RECONCILED,1524.000,USD
105320,r15d000000001657,DOLEUSTX*R8,1528.000,7,RECONCILED,1528.000,USD
105321,r15d000000001666,DOLEUSTX*R8,1537.000,7,RECONCILED,1537.000,USD
105322,r15d000000001660,DOLEUSTX*R8,1531.000,7,RECONCILED,1531.000,USD
105323,r15d000000001663,DOLEUSTX*R8,1534.000,7,RECONCILED,1534.000,USD
105324,r15d000000001661,DOLEUSTX*R8,1532.000,7,RECONCILED,1532.000,USD
105325,r15d000000001669,DOLEUSTX*R8,1540.000,7,RECONCILED,1540.000,USD
105326,r15d000000001655,DOLEUSTX*R8,1526.000,7,RECONCILED,1526.000,USD
105327,r15d000000001668,DOLEUSTX*R8,1539.000,7,RECONCILED,1539.000,USD
105328,r15d000000001664,DOLEUSTX*R8,1535.000,7,RECONCILED,1535.000,USD
105329,r15d000000001662,DOLEUSTX*R8,1533.000,7,RECONCILED,1533.000,USD
105330,r15d000000001672,DOLEUSTX*R8,1543.000,7,RECONCILED,1543.000,USD
105331,r15d000000001673,DOLEUSTX*R8,1544.000,7,RECONCILED,1544.000,USD
105332,r15d000000001667,DOLEUSTX*R8,1538.000,7,RECONCILED,1538.000,USD
105333,r15d000000001679,DOLEUSTX*R8,1550.000,7,RECONCILED,1550.000,USD
105334,r15d000000001665,DOLEUSTX*R8,1536.000,7,RECONCILED,1536.000,USD
105335,r15d000000001675,DOLEUSTX*R8,1546.000,7,RECONCILED,1546.000,USD
105336,r15d000000001682,DOLEUSTX*R8,1553.000,7,RECONCILED,1553.000,USD
105337,r15d000000001670,DOLEUSTX*R8,1541.000,7,RECONCILED,1541.000,USD
105338,r15d000000001678,DOLEUSTX*R8,1549.000,7,RECONCILED,1549.000,USD
105339,r15d000000001674,DOLEUSTX*R8,1545.000,7,RECONCILED,1545.000,USD
105340,r15d000000001671,DOLEUSTX*R8,1542.000,7,RECONCILED,1542.000,USD
105341,r15d000000001676,DOLEUSTX*R8,1547.000,7,RECONCILED,1547.000,USD
105342,r15d000000001677,DOLEUSTX*R8,1548.000,7,RECONCILED,1548.000,USD
105343,r15d000000001685,DOLEUSTX*R8,1556.000,7,RECONCILED,1556.000,USD
105344,r15d000000001683,DOLEUSTX*R8,1554.000,7,RECONCILED,1554.000,USD
105345,r15d000000001680,DOLEUSTX*R8,1551.000,7,RECONCILED,1551.000,USD
105346,r15d000000001681,DOLEUSTX*R8,1552.000,7,RECONCILED,1552.000,USD
105347,r15d000000001691,DOLEUSTX*R8,1562.000,7,RECONCILED,1562.000,USD
105348,r15d000000001688,DOLEUSTX*R8,1559.000,7,RECONCILED,1559.000,USD
105349,r15d000000001684,DOLEUSTX*R8,1555.000,7,RECONCILED,1555.000,USD
105350,r15d000000001694,DOLEUSTX*R8,1565.000,7,RECONCILED,1565.000,USD
105351,r15d000000001689,DOLEUSTX*R8,1560.000,7,RECONCILED,1560.000,USD
105352,r15d000000001687,DOLEUSTX*R8,1558.000,7,RECONCILED,1558.000,USD
105353,r15d000000001695,DOLEUSTX*R8,1566.000,7,RECONCILED,1566.000,USD
105354,r15d000000001699,DOLEUSTX*R8,1570.000,7,RECONCILED,1570.000,USD
