ID,REFERENCE_ID,AMOUNT,EXCHANGE_RATE,STATUS_CODE,STATUS_DESCRIPTION,OPERATION_STATUS,AMOUNT_PAID,CURRENCY_AMOUNT_PAID,PROCESS_NUMBER
104998,r15d000000001342,1213.000,,7,IN PROGRESS,RECONCILED,1213.000,USD,71508725
104999,r15d000000001332,1203.000,,7,IN PROGRESS,RECONCILED,1203.000,USD,29951513
105000,r15d000000001341,1212.000,,7,IN PROGRESS,RECONCILED,1212.000,USD,83627874
105001,r15d000000001338,1209.000,,7,IN PROGRESS,RECONCILED,1209.000,USD,63229968
105002,r15d000000001340,1211.000,,7,IN PROGRESS,RECONCILED,1211.000,USD,91291148
105003,r15d000000001345,1216.000,,7,IN PROGRESS,RECONCILED,1216.000,USD,91941066
105004,r15d000000001335,1206.000,,7,IN PROGRESS,RECONCILED,1206.000,USD,13637678
105005,r15d000000001344,1215.000,,7,IN PROGRESS,RECONCILED,1215.000,USD,51346768
105006,r15d000000001347,1218.000,,7,IN PROGRESS,RECONCILED,1218.000,USD,23514510
105007,r15d000000001346,1217.000,,7,IN PROGRESS,RECONCILED,1217.000,USD,65723910
105008,r15d000000001339,1210.000,,7,IN PROGRESS,RECONCILED,1210.000,USD,38210250
105009,r15d000000001348,1219.000,,7,IN PROGRESS,RECONCILED,1219.000,USD,62079390
105010,r15d000000001350,1221.000,,7,IN PROGRESS,RECONCILED,1221.000,USD,59709815
105011,r15d000000001354,1225.000,,7,IN PROGRESS,RECONCILED,1225.000,USD,92576319
105012,r15d000000001343,1214.000,,7,IN PROGRESS,RECONCILED,1214.000,USD,52136304
105013,r15d000000001353,1224.000,,7,IN PROGRESS,RECONCILED,1224.000,USD,93005020
105014,r15d000000001351,1222.000,,7,IN PROGRESS,RECONCILED,1222.000,USD,89379708
105015,r15d000000001356,1227.000,,7,IN PROGRESS,RECONCILED,1227.000,USD,84209745
105017,r15d000000001349,1220.000,,7,IN PROGRESS,RECONCILED,1220.000,USD,14732853
105016,r15d000000001357,1228.000,,7,IN PROGRESS,RECONCILED,1228.000,USD,93550881
105018,r15d000000001358,1229.000,,7,IN PROGRESS,RECONCILED,1229.000,USD,83520518
105019,r15d000000001361,1232.000,,7,IN PROGRESS,RECONCILED,1232.000,USD,75878210
105020,r15d000000001352,1223.000,,7,IN PROGRESS,RECONCILED,1223.000,USD,80033762
105021,r15d000000001362,1233.000,,7,IN PROGRESS,RECONCILED,1233.000,USD,36198942
105022,r15d000000001359,1230.000,,7,IN PROGRESS,RECONCILED,1230.000,USD,99980236
105023,r15d000000001365,1236.000,,7,IN PROGRESS,RECONCILED,1236.000,USD,84685902
105024,r15d000000001355,1226.000,,7,IN PROGRESS,RECONCILED,1226.000,USD,66388015
105025,r15d000000001367,1238.000,,7,IN PROGRESS,RECONCILED,1238.000,USD,51801553
105026,r15d000000001364,1235.000,,7,IN PROGRESS,RECONCILED,1235.000,USD,15244729
105027,r15d000000001360,1231.000,,7,IN PROGRESS,RECONCILED,1231.000,USD,29153013
105028,r15d000000001368,1239.000,,7,IN PROGRESS,RECONCILED,1239.000,USD,45970367
105029,r15d000000001366,1237.000,,7,IN PROGRESS,RECONCILED,1237.000,USD,55785324
105030,r15d000000001370,1241.000,,7,IN PROGRESS,RECONCILED,1241.000,USD,67442568
105031,r15d000000001373,1244.000,,7,IN PROGRESS,RECONCILED,1244.000,USD,69525234
105032,r15d000000001363,1234.000,,7,IN PROGRESS,RECONCILED,1234.000,USD,42077835
105033,r15d000000001376,1247.000,,7,IN PROGRESS,RECONCILED,1247.000,USD,72574164
105034,r15d000000001375,1246.000,,7,IN PROGRESS,RECONCILED,1246.000,USD,70423639
105035,r15d000000001372,1243.000,,7,IN PROGRESS,RECONCILED,1243.000,USD,29955499
105036,r15d000000001369,1240.000,,7,IN PROGRESS,RECONCILED,1240.000,USD,57687485
105037,r15d000000001384,1255.000,,7,IN PROGRESS,RECONCILED,1255.000,USD,79965445
105038,r15d000000001378,1249.000,,7,IN PROGRESS,RECONCILED,1249.000,USD,51571190
105040,r15d000000001371,1242.000,,7,IN PROGRESS,RECONCILED,1242.000,USD,16772046
105039,r15d000000001374,1245.000,,7,IN PROGRESS,RECONCILED,1245.000,USD,33139332
105041,r15d000000001383,1254.000,,7,IN PROGRESS,RECONCILED,1254.000,USD,81297873
105043,r15d000000001381,1252.000,,7,IN PROGRESS,RECONCILED,1252.000,USD,83186314
105042,r15d000000001377,1248.000,,7,IN PROGRESS,RECONCILED,1248.000,USD,48075740
105044,r15d000000001379,1250.000,,7,IN PROGRESS,RECONCILED,1250.000,USD,33472104
105045,r15d000000001388,1259.000,,7,IN PROGRESS,RECONCILED,1259.000,USD,27126723
105046,r15d000000001385,1256.000,,7,IN PROGRESS,RECONCILED,1256.000,USD,31200184
105047,r15d000000001391,1262.000,,7,IN PROGRESS,RECONCILED,1262.000,USD,24968117
105048,r15d000000001387,1258.000,,7,IN PROGRESS,RECONCILED,1258.000,USD,34612306
105049,r15d000000001380,1251.000,,7,IN PROGRESS,RECONCILED,1251.000,USD,93907409
105050,r15d000000001396,1267.000,,7,IN PROGRESS,RECONCILED,1267.000,USD,57968544
105051,r15d000000001382,1253.000,,7,IN PROGRESS,RECONCILED,1253.000,USD,58144823
105053,r15d000000001386,1257.000,,7,IN PROGRESS,RECONCILED,1257.000,USD,84541426
105052,r15d000000001390,1261.000,,7,IN PROGRESS,RECONCILED,1261.000,USD,90101360
105054,r15d000000001399,1270.000,,7,IN PROGRESS,RECONCILED,1270.000,USD,36605531
105055,r15d000000001394,1265.000,,7,IN PROGRESS,RECONCILED,1265.000,USD,21439773
105056,r15d000000001389,1260.000,,7,IN PROGRESS,RECONCILED,1260.000,USD,60604329
105057,r15d000000001393,1264.000,,7,IN PROGRESS,RECONCILED,1264.000,USD,60557130
105058,r15d000000001398,1269.000,,7,IN PROGRESS,RECONCILED,1269.000,USD,45238001
105059,r15d000000001397,1268.000,,7,IN PROGRESS,RECONCILED,1268.000,USD,55469747
105060,r15d000000001392,1263.000,,7,IN PROGRESS,RECONCILED,1263.000,USD,29622646
105061,r15d000000001407,1278.000,,7,IN PROGRESS,RECONCILED,1278.000,USD,61781580
105062,r15d000000001395,1266.000,,7,IN PROGRESS,RECONCILED,1266.000,USD,19247869
105064,r15d000000001409,1280.000,,7,IN PROGRESS,RECONCILED,1280.000,USD,84542798
105063,r15d000000001401,1272.000,,7,IN PROGRESS,RECONCILED,1272.000,USD,87468836
105065,r15d000000001402,1273.000,,7,IN PROGRESS,RECONCILED,1273.000,USD,82975943
105066,r15d000000001412,1283.000,,7,IN PROGRESS,RECONCILED,1283.000,USD,96028156
105067,r15d000000001400,1271.000,,7,IN PROGRESS,RECONCILED,1271.000,USD,82148728
105068,r15d000000001404,1275.000,,7,IN PROGRESS,RECONCILED,1275.000,USD,23181736
105069,r15d000000001406,1277.000,,7,IN PROGRESS,RECONCILED,1277.000,USD,64415459
105070,r15d000000001415,1286.000,,7,IN PROGRESS,RECONCILED,1286.000,USD,81368043
105071,r15d000000001403,1274.000,,7,IN PROGRESS,RECONCILED,1274.000,USD,51085469
105072,r15d000000001411,1282.000,,7,IN PROGRESS,RECONCILED,1282.000,USD,53164472
105073,r15d000000001408,1279.000,,7,IN PROGRESS,RECONCILED,1279.000,USD,89212096
105075,r15d000000001410,1281.000,,7,IN PROGRESS,RECONCILED,1281.000,USD,69205048
105074,r15d000000001405,1276.000,,7,IN PROGRESS,RECONCILED,1276.000,USD,11425574
105076,r15d000000001416,1287.000,,7,IN PROGRESS,RECONCILED,1287.000,USD,83700256
105079,r15d000000001417,1288.000,,7,IN PROGRESS,RECONCILED,1288.000,USD,72588131
105077,r15d000000001422,1293.000,,7,IN PROGRESS,RECONCILED,1293.000,USD,57433552
105078,r15d000000001413,1284.000,,7,IN PROGRESS,RECONCILED,1284.000,USD,22929569
105080,r15d000000001414,1285.000,,7,IN PROGRESS,RECONCILED,1285.000,USD,98904182
105081,r15d000000001420,1291.000,,7,IN PROGRESS,RECONCILED,1291.000,USD,87743988
105082,r15d000000001419,1290.000,,7,IN PROGRESS,RECONCILED,1290.000,USD,50182544
105083,r15d000000001418,1289.000,,7,IN PROGRESS,RECONCILED,1289.000,USD,27303871
105084,r15d000000001426,1297.000,,7,IN PROGRESS,RECONCILED,1297.000,USD,73713539
105085,r15d000000001424,1295.000,,7,IN PROGRESS,RECONCILED,1295.000,USD,50457577
105086,r15d000000001429,1300.000,,7,IN PROGRESS,RECONCILED,1300.000,USD,69059675
105088,r15d000000001421,1292.000,,7,IN PROGRESS,RECONCILED,1292.000,USD,53365405
105087,r15d000000001428,1299.000,,7,IN PROGRESS,RECONCILED,1299.000,USD,12127544
105089,r15d000000001423,1294.000,,7,IN PROGRESS,RECONCILED,1294.000,USD,93508580
105090,r15d000000001425,1296.000,,7,IN PROGRESS,RECONCILED,1296.000,USD,85428215
105091,r15d000000001430,1301.000,,7,IN PROGRESS,RECONCILED,1301.000,USD,53661342
105092,r15d000000001432,1303.000,,7,IN PROGRESS,RECONCILED,1303.000,USD,58486432
105093,r15d000000001431,1302.000,,7,IN PROGRESS,RECONCILED,1302.000,USD,16465692
105095,r15d000000001436,1307.000,,7,IN PROGRESS,RECONCILED,1307.000,USD,89239779
105094,r15d000000001427,1298.000,,7,IN PROGRESS,RECONCILED,1298.000,USD,43563198
105096,r15d000000001435,1306.000,,7,IN PROGRESS,RECONCILED,1306.000,USD,80518457
105097,r15d000000001439,1310.000,,7,IN PROGRESS,RECONCILED,1310.000,USD,30552994
105099,r15d000000001433,1304.000,,7,IN PROGRESS,RECONCILED,1304.000,USD,83100821
105098,r15d000000001434,1305.000,,7,IN PROGRESS,RECONCILED,1305.000,USD,19443753
105100,r15d000000001437,1308.000,,7,IN PROGRESS,RECONCILED,1308.000,USD,99533842
105101,r15d000000001440,1311.000,,7,IN PROGRESS,RECONCILED,1311.000,USD,97908140
105102,r15d000000001445,1316.000,,7,IN PROGRESS,RECONCILED,1316.000,USD,86532320
105103,r15d000000001438,1309.000,,7,IN PROGRESS,RECONCILED,1309.000,USD,46392738
105105,r15d000000001449,1320.000,,7,IN PROGRESS,RECONCILED,1320.000,USD,51834388
105104,r15d000000001443,1314.000,,7,IN PROGRESS,RECONCILED,1314.000,USD,61572707
105106,r15d000000001452,1323.000,,7,IN PROGRESS,RECONCILED,1323.000,USD,87558624
105107,r15d000000001441,1312.000,,7,IN PROGRESS,RECONCILED,1312.000,USD,66615804
105108,r15d000000001442,1313.000,,7,IN PROGRESS,RECONCILED,1313.000,USD,75006528
105109,r15d000000001446,1317.000,,7,IN PROGRESS,RECONCILED,1317.000,USD,66050000
105110,r15d000000001447,1318.000,,7,IN PROGRESS,RECONCILED,1318.000,USD,89994394
105112,r15d000000001450,1321.000,,7,IN PROGRESS,RECONCILED,1321.000,USD,83280421
105111,r15d000000001444,1315.000,,7,IN PROGRESS,RECONCILED,1315.000,USD,98414319
105113,r15d000000001451,1322.000,,7,IN PROGRESS,RECONCILED,1322.000,USD,67211822
105114,r15d000000001458,1329.000,,7,IN PROGRESS,RECONCILED,1329.000,USD,65308122
105115,r15d000000001456,1327.000,,7,IN PROGRESS,RECONCILED,1327.000,USD,94447016
105116,r15d000000001448,1319.000,,7,IN PROGRESS,RECONCILED,1319.000,USD,67983920
105117,r15d000000001453,1324.000,,7,IN PROGRESS,RECONCILED,1324.000,USD,16427252
105118,r15d000000001461,1332.000,,7,IN PROGRESS,RECONCILED,1332.000,USD,79176937
105119,r15d000000001457,1328.000,,7,IN PROGRESS,RECONCILED,1328.000,USD,15225110
105120,r15d000000001454,1325.000,,7,IN PROGRESS,RECONCILED,1325.000,USD,92842693
105121,r15d000000001467,1338.000,,7,IN PROGRESS,RECONCILED,1338.000,USD,67003308
105122,r15d000000001460,1331.000,,7,IN PROGRESS,RECONCILED,1331.000,USD,79085633
105124,r15d000000001468,1339.000,,7,IN PROGRESS,RECONCILED,1339.000,USD,94220869
105123,r15d000000001463,1334.000,,7,IN PROGRESS,RECONCILED,1334.000,USD,75711237
105125,r15d000000001455,1326.000,,7,IN PROGRESS,RECONCILED,1326.000,USD,85449427
105126,r15d000000001462,1333.000,,7,IN PROGRESS,RECONCILED,1333.000,USD,36378991
105127,r15d000000001472,1343.000,,7,IN PROGRESS,RECONCILED,1343.000,USD,22020851
105128,r15d000000001465,1336.000,,7,IN PROGRESS,RECONCILED,1336.000,USD,24006387
105129,r15d000000001470,1341.000,,7,IN PROGRESS,RECONCILED,1341.000,USD,35117556
105130,r15d000000001459,1330.000,,7,IN PROGRESS,RECONCILED,1330.000,USD,29549006
105131,r15d000000001469,1340.000,,7,IN PROGRESS,RECONCILED,1340.000,USD,86499084
105133,r15d000000001471,1342.000,,7,IN PROGRESS,RECONCILED,1342.000,USD,72585699
105132,r15d000000001464,1335.000,,7,IN PROGRESS,RECONCILED,1335.000,USD,30781979
105134,r15d000000001480,1351.000,,7,IN PROGRESS,RECONCILED,1351.000,USD,74771527
105137,r15d000000001476,1347.000,,7,IN PROGRESS,RECONCILED,1347.000,USD,11456575
105135,r15d000000001473,1344.000,,7,IN PROGRESS,RECONCILED,1344.000,USD,39943750
105136,r15d000000001466,1337.000,,7,IN PROGRESS,RECONCILED,1337.000,USD,61120786
105138,r15d000000001482,1353.000,,7,IN PROGRESS,RECONCILED,1353.000,USD,51831897
105139,r15d000000001474,1345.000,,7,IN PROGRESS,RECONCILED,1345.000,USD,89813880
105141,r15d000000001477,1348.000,,7,IN PROGRESS,RECONCILED,1348.000,USD,34427947
105140,r15d000000001479,1350.000,,7,IN PROGRESS,RECONCILED,1350.000,USD,15508382
105142,r15d000000001475,1346.000,,7,IN PROGRESS,RECONCILED,1346.000,USD,72822593
105143,r15d000000001481,1352.000,,7,IN PROGRESS,RECONCILED,1352.000,USD,51697997
105144,r15d000000001484,1355.000,,7,IN PROGRESS,RECONCILED,1355.000,USD,99700552
105145,r15d000000001485,1356.000,,7,IN PROGRESS,RECONCILED,1356.000,USD,61763691
105146,r15d000000001478,1349.000,,7,IN PROGRESS,RECONCILED,1349.000,USD,56834091
105147,r15d000000001486,1357.000,,7,IN PROGRESS,RECONCILED,1357.000,USD,36868253
105148,r15d000000001489,1360.000,,7,IN PROGRESS,RECONCILED,1360.000,USD,31416770
105149,r15d000000001488,1359.000,,7,IN PROGRESS,RECONCILED,1359.000,USD,95603232
105150,r15d000000001483,1354.000,,7,IN PROGRESS,RECONCILED,1354.000,USD,38042319
105151,r15d000000001490,1361.000,,7,IN PROGRESS,RECONCILED,1361.000,USD,18546845
105152,r15d000000001491,1362.000,,7,IN PROGRESS,RECONCILED,1362.000,USD,18208521
105153,r15d000000001492,1363.000,,7,IN PROGRESS,RECONCILED,1363.000,USD,39658039
105154,r15d000000001495,1366.000,,7,IN PROGRESS,RECONCILED,1366.000,USD,26295741
105155,r15d000000001494,1365.000,,7,IN PROGRESS,RECONCILED,1365.000,USD,47824295
105156,r15d000000001487,1358.000,,7,IN PROGRESS,RECONCILED,1358.000,USD,65607480
105157,r15d000000001496,1367.000,,7,IN PROGRESS,RECONCILED,1367.000,USD,97007964
105158,r15d000000001493,1364.000,,7,IN PROGRESS,RECONCILED,1364.000,USD,40946519
105159,r15d000000001498,1369.000,,7,IN PROGRESS,RECONCILED,1369.000,USD,22080623
105160,r15d000000001499,1370.000,,7,IN PROGRESS,RECONCILED,1370.000,USD,35861429
105161,r15d000000001500,1371.000,,7,IN PROGRESS,RECONCILED,1371.000,USD,88871557
105162,r15d000000001502,1373.000,,7,IN PROGRESS,RECONCILED,1373.000,USD,63329969
105163,r15d000000001505,1376.000,,7,IN PROGRESS,RECONCILED,1376.000,USD,46741010
105164,r15d000000001503,1374.000,,7,IN PROGRESS,RECONCILED,1374.000,USD,94015667
105165,r15d000000001497,1368.000,,7,IN PROGRESS,RECONCILED,1368.000,USD,39043063
105166,r15d000000001507,1378.000,,7,IN PROGRESS,RECONCILED,1378.000,USD,14915246
105167,r15d000000001506,1377.000,,7,IN PROGRESS,RECONCILED,1377.000,USD,14784329
105168,r15d000000001510,1381.000,,7,IN PROGRESS,RECONCILED,1381.000,USD,83246162
105169,r15d000000001501,1372.000,,7,IN PROGRESS,RECONCILED,1372.000,USD,97870224
105170,r15d000000001508,1379.000,,7,IN PROGRESS,RECONCILED,1379.000,USD,69883910
105171,r15d000000001513,1384.000,,7,IN PROGRESS,RECONCILED,1384.000,USD,44357300
105172,r15d000000001514,1385.000,,7,IN PROGRESS,RECONCILED,1385.000,USD,23245001
105173,r15d000000001512,1383.000,,7,IN PROGRESS,RECONCILED,1383.000,USD,33690028
105174,r15d000000001504,1375.000,,7,IN PROGRESS,RECONCILED,1375.000,USD,71062046
105176,r15d000000001519,1390.000,,7,IN PROGRESS,RECONCILED,1390.000,USD,30879456
105175,r15d000000001517,1388.000,,7,IN PROGRESS,RECONCILED,1388.000,USD,21544299
105177,r15d000000001509,1380.000,,7,IN PROGRESS,RECONCILED,1380.000,USD,48921329
105178,r15d000000001521,1392.000,,7,IN PROGRESS,RECONCILED,1392.000,USD,64966262
105179,r15d000000001516,1387.000,,7,IN PROGRESS,RECONCILED,1387.000,USD,58317394
105180,r15d000000001518,1389.000,,7,IN PROGRESS,RECONCILED,1389.000,USD,63781452
105181,r15d000000001526,1397.000,,7,IN PROGRESS,RECONCILED,1397.000,USD,17968213
105184,r15d000000001524,1395.000,,7,IN PROGRESS,RECONCILED,1395.000,USD,90019308
105182,r15d000000001511,1382.000,,7,IN PROGRESS,RECONCILED,1382.000,USD,58120651
105183,r15d000000001525,1396.000,,7,IN PROGRESS,RECONCILED,1396.000,USD,60355570
105185,r15d000000001531,1402.000,,7,IN PROGRESS,RECONCILED,1402.000,USD,28703412
105186,r15d000000001522,1393.000,,7,IN PROGRESS,RECONCILED,1393.000,USD,43301501
105187,r15d000000001527,1398.000,,7,IN PROGRESS,RECONCILED,1398.000,USD,75517437
105188,r15d000000001515,1386.000,,7,IN PROGRESS,RECONCILED,1386.000,USD,36351116
105189,r15d000000001528,1399.000,,7,IN PROGRESS,RECONCILED,1399.000,USD,70711548
105190,r15d000000001533,1404.000,,7,IN PROGRESS,RECONCILED,1404.000,USD,80760053
105191,r15d000000001532,1403.000,,7,IN PROGRESS,RECONCILED,1403.000,USD,81385368
105192,r15d000000001537,1408.000,,7,IN PROGRESS,RECONCILED,1408.000,USD,11714470
105193,r15d000000001536,1407.000,,7,IN PROGRESS,RECONCILED,1407.000,USD,32067194
105194,r15d000000001520,1391.000,,7,IN PROGRESS,RECONCILED,1391.000,USD,92212499
105195,r15d000000001535,1406.000,,7,IN PROGRESS,RECONCILED,1406.000,USD,45441899
105196,r15d000000001523,1394.000,,7,IN PROGRESS,RECONCILED,1394.000,USD,73697073
105197,r15d000000001539,1410.000,,7,IN PROGRESS,RECONCILED,1410.000,USD,94930595
105198,r15d000000001540,1411.000,,7,IN PROGRESS,RECONCILED,1411.000,USD,78765080
105199,r15d000000001529,1400.000,,7,IN PROGRESS,RECONCILED,1400.000,USD,97397667
105200,r15d000000001545,1416.000,,7,IN PROGRESS,RECONCILED,1416.000,USD,81052107
105202,r15d000000001534,1405.000,,7,IN PROGRESS,RECONCILED,1405.000,USD,62529791
105201,r15d000000001543,1414.000,,7,IN PROGRESS,RECONCILED,1414.000,USD,27929932
105203,r15d000000001530,1401.000,,7,IN PROGRESS,RECONCILED,1401.000,USD,89852412
105204,r15d000000001542,1413.000,,7,IN PROGRESS,RECONCILED,1413.000,USD,24834558
105205,r15d000000001548,1419.000,,7,IN PROGRESS,RECONCILED,1419.000,USD,26199127
105206,r15d000000001538,1409.000,,7,IN PROGRESS,RECONCILED,1409.000,USD,76286382
105207,r15d000000001547,1418.000,,7,IN PROGRESS,RECONCILED,1418.000,USD,53987165
105208,r15d000000001544,1415.000,,7,IN PROGRESS,RECONCILED,1415.000,USD,81545206
105209,r15d000000001541,1412.000,,7,IN PROGRESS,RECONCILED,1412.000,USD,24000994
105212,r15d000000001552,1423.000,,7,IN PROGRESS,RECONCILED,1423.000,USD,42967592
105210,r15d000000001553,1424.000,,7,IN PROGRESS,RECONCILED,1424.000,USD,94182807
105211,r15d000000001546,1417.000,,7,IN PROGRESS,RECONCILED,1417.000,USD,15406760
105213,r15d000000001549,1420.000,,7,IN PROGRESS,RECONCILED,1420.000,USD,69223748
105214,r15d000000001554,1425.000,,7,IN PROGRESS,RECONCILED,1425.000,USD,26848985
105215,r15d000000001555,1426.000,,7,IN PROGRESS,RECONCILED,1426.000,USD,65710186
105217,r15d000000001550,1421.000,,7,IN PROGRESS,RECONCILED,1421.000,USD,29230458
105216,r15d000000001559,1430.000,,7,IN PROGRESS,RECONCILED,1430.000,USD,65055415
105218,r15d000000001551,1422.000,,7,IN PROGRESS,RECONCILED,1422.000,USD,17175834
105219,r15d000000001560,1431.000,,7,IN PROGRESS,RECONCILED,1431.000,USD,30736446
105221,r15d000000001557,1428.000,,7,IN PROGRESS,RECONCILED,1428.000,USD,86371660
105220,r15d000000001558,1429.000,,7,IN PROGRESS,RECONCILED,1429.000,USD,16414392
105222,r15d000000001556,1427.000,,7,IN PROGRESS,RECONCILED,1427.000,USD,41874652
105223,r15d000000001562,1433.000,,7,IN PROGRESS,RECONCILED,1433.000,USD,46843501
105224,r15d000000001566,1437.000,,7,IN PROGRESS,RECONCILED,1437.000,USD,30869385
105225,r15d000000001563,1434.000,,7,IN PROGRESS,RECONCILED,1434.000,USD,11354725
105226,r15d000000001561,1432.000,,7,IN PROGRESS,RECONCILED,1432.000,USD,76920692
105227,r15d000000001567,1438.000,,7,IN PROGRESS,RECONCILED,1438.000,USD,89325623
105228,r15d000000001564,1435.000,,7,IN PROGRESS,RECONCILED,1435.000,USD,39426416
105229,r15d000000001570,1441.000,,7,IN PROGRESS,RECONCILED,1441.000,USD,76099820
105230,r15d000000001565,1436.000,,7,IN PROGRESS,RECONCILED,1436.000,USD,89153560
105232,r15d000000001571,1442.000,,7,IN PROGRESS,RECONCILED,1442.000,USD,88349872
105231,r15d000000001568,1439.000,,7,IN PROGRESS,RECONCILED,1439.000,USD,71039039
105233,r15d000000001572,1443.000,,7,IN PROGRESS,RECONCILED,1443.000,USD,51270423
105234,r15d000000001569,1440.000,,7,IN PROGRESS,RECONCILED,1440.000,USD,41286078
105235,r15d000000001575,1446.000,,7,IN PROGRESS,RECONCILED,1446.000,USD,53117180
105236,r15d000000001573,1444.000,,7,IN PROGRESS,RECONCILED,1444.000,USD,96683084
105237,r15d000000001576,1447.000,,7,IN PROGRESS,RECONCILED,1447.000,USD,61324697
105238,r15d000000001574,1445.000,,7,IN PROGRESS,RECONCILED,1445.000,USD,11342089
105239,r15d000000001579,1450.000,,7,IN PROGRESS,RECONCILED,1450.000,USD,90361499
105240,r15d000000001580,1451.000,,7,IN PROGRESS,RECONCILED,1451.000,USD,34170129
105241,r15d000000001581,1452.000,,7,IN PROGRESS,RECONCILED,1452.000,USD,99261193
105242,r15d000000001578,1449.000,,7,IN PROGRESS,RECONCILED,1449.000,USD,75552618
105243,r15d000000001582,1453.000,,7,IN PROGRESS,RECONCILED,1453.000,USD,91698961
105244,r15d000000001583,1454.000,,7,IN PROGRESS,RECONCILED,1454.000,USD,97471196
105245,r15d000000001585,1456.000,,7,IN PROGRESS,RECONCILED,1456.000,USD,51342328
105246,r15d000000001589,1460.000,,7,IN PROGRESS,RECONCILED,1460.000,USD,72244599
105247,r15d000000001586,1457.000,,7,IN PROGRESS,RECONCILED,1457.000,USD,72770341
105248,r15d000000001577,1448.000,,7,IN PROGRESS,RECONCILED,1448.000,USD,85376430
105249,r15d000000001590,1461.000,,7,IN PROGRESS,RECONCILED,1461.000,USD,90315610
105250,r15d000000001592,1463.000,,7,IN PROGRESS,RECONCILED,1463.000,USD,66637186
105251,r15d000000001588,1459.000,,7,IN PROGRESS,RECONCILED,1459.000,USD,97960507
105252,r15d000000001587,1458.000,,7,IN PROGRESS,RECONCILED,1458.000,USD,83483019
105254,r15d000000001594,1465.000,,7,IN PROGRESS,RECONCILED,1465.000,USD,35491261
105253,r15d000000001595,1466.000,,7,IN PROGRESS,RECONCILED,1466.000,USD,20637522
105255,r15d000000001600,1471.000,,7,IN PROGRESS,RECONCILED,1471.000,USD,38088718
105256,r15d000000001601,1472.000,,7,IN PROGRESS,RECONCILED,1472.000,USD,55993844
105257,r15d000000001584,1455.000,,7,IN PROGRESS,RECONCILED,1455.000,USD,61170439
105258,r15d000000001593,1464.000,,7,IN PROGRESS,RECONCILED,1464.000,USD,30856830
105259,r15d000000001603,1474.000,,7,IN PROGRESS,RECONCILED,1474.000,USD,64547447
105260,r15d000000001604,1475.000,,7,IN PROGRESS,RECONCILED,1475.000,USD,46853092
105261,r15d000000001591,1462.000,,7,IN PROGRESS,RECONCILED,1462.000,USD,78827499
105262,r15d000000001596,1467.000,,7,IN PROGRESS,RECONCILED,1467.000,USD,38528537
105263,r15d000000001606,1477.000,,7,IN PROGRESS,RECONCILED,1477.000,USD,63048087
105264,r15d000000001607,1478.000,,7,IN PROGRESS,RECONCILED,1478.000,USD,55827289
105265,r15d000000001597,1468.000,,7,IN PROGRESS,RECONCILED,1468.000,USD,19735698
105266,r15d000000001599,1470.000,,7,IN PROGRESS,RECONCILED,1470.000,USD,42008743
105267,r15d000000001598,1469.000,,7,IN PROGRESS,RECONCILED,1469.000,USD,46963433
105269,r15d000000001602,1473.000,,7,IN PROGRESS,RECONCILED,1473.000,USD,67357802
105268,r15d000000001610,1481.000,,7,IN PROGRESS,RECONCILED,1481.000,USD,91813257
105270,r15d000000001609,1480.000,,7,IN PROGRESS,RECONCILED,1480.000,USD,62324414
105272,r15d000000001614,1485.000,,7,IN PROGRESS,RECONCILED,1485.000,USD,86334537
105271,r15d000000001605,1476.000,,7,IN PROGRESS,RECONCILED,1476.000,USD,18115582
105273,r15d000000001611,1482.000,,7,IN PROGRESS,RECONCILED,1482.000,USD,59674761
105274,r15d000000001615,1486.000,,7,IN PROGRESS,RECONCILED,1486.000,USD,76485116
105276,r15d000000001613,1484.000,,7,IN PROGRESS,RECONCILED,1484.000,USD,44674255
105277,r15d000000001619,1490.000,,7,IN PROGRESS,RECONCILED,1490.000,USD,88633561
105275,r15d000000001608,1479.000,,7,IN PROGRESS,RECONCILED,1479.000,USD,70436908
105278,r15d000000001618,1489.000,,7,IN PROGRESS,RECONCILED,1489.000,USD,14742734
105279,r15d000000001616,1487.000,,7,IN PROGRESS,RECONCILED,1487.000,USD,48913827
105281,r15d000000001612,1483.000,,7,IN PROGRESS,RECONCILED,1483.000,USD,77044591
105280,r15d000000001621,1492.000,,7,IN PROGRESS,RECONCILED,1492.000,USD,79578177
105282,r15d000000001617,1488.000,,7,IN PROGRESS,RECONCILED,1488.000,USD,13286143
105283,r15d000000001625,1496.000,,7,IN PROGRESS,RECONCILED,1496.000,USD,55690183
105284,r15d000000001622,1493.000,,7,IN PROGRESS,RECONCILED,1493.000,USD,66334517
105285,r15d000000001620,1491.000,,7,IN PROGRESS,RECONCILED,1491.000,USD,98284950
105286,r15d000000001629,1500.000,,7,IN PROGRESS,RECONCILED,1500.000,USD,22353722
105287,r15d000000001628,1499.000,,7,IN PROGRESS,RECONCILED,1499.000,USD,75606790
105288,r15d000000001623,1494.000,,7,IN PROGRESS,RECONCILED,1494.000,USD,79785939
105289,r15d000000001626,1497.000,,7,IN PROGRESS,RECONCILED,1497.000,USD,51431136
105290,r15d000000001624,1495.000,,7,IN PROGRESS,RECONCILED,1495.000,USD,31124275
105291,r15d000000001632,1503.000,,7,IN PROGRESS,RECONCILED,1503.000,USD,99366401
105292,r15d000000001627,1498.000,,7,IN PROGRESS,RECONCILED,1498.000,USD,65362081
